command,mean,stddev,median,user,system,min,max,parameter_VAR
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/npd_gep0.c,0.16074938872,0.008573357671019912,0.15940964700000002,0.09485458000000001,0.06444588000000001,0.144626723,0.17859782100000002,/home/tests/npd_gep0.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/npd_gep1.c,0.15886606518,0.0100798894065173,0.15963783050000002,0.09170289999999996,0.06597476000000002,0.11950224300000001,0.17636691000000002,/home/tests/npd_gep1.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/npd_load0.c,0.16115933520000003,0.010159846590661664,0.163031231,0.09563799999999999,0.06427623999999998,0.13925220000000002,0.184250939,/home/tests/npd_load0.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/npd_load1.c,0.16172585442000004,0.009956914983774429,0.161229316,0.09559089999999999,0.06475771999999998,0.13969699000000002,0.18764060400000002,/home/tests/npd_load1.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/npd_store0.c,0.16053216432000003,0.010781878182666807,0.15862112,0.09576581999999999,0.06338204,0.137632089,0.184712663,/home/tests/npd_store0.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/pass_gep0.c,0.15811169696000002,0.010403503990751278,0.15751644200000003,0.09194843999999999,0.06483012,0.135906974,0.178209742,/home/tests/pass_gep0.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/pass_gep1.c,0.16467432392,0.008509408793561987,0.164552298,0.09783093999999996,0.06513091999999998,0.136990472,0.179359537,/home/tests/pass_gep1.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/pass_load0.c,0.15892953212,0.009372860329554266,0.15822508950000003,0.09261967999999998,0.06487626000000002,0.140028965,0.17950907800000002,/home/tests/pass_load0.c
scan-build -no-failure-reports --status-bugs --use-analyzer=/usr/bin/clang -enable-checker core.NullDereference --status-bugs clang -Xanalyzer -analyzer-checker=core.NullDereference -w /home/tests/pass_store0.c,0.15884398130000002,0.011618013166348832,0.1612566225,0.09360093999999997,0.06390934,0.12537729,0.17935146600000001,/home/tests/pass_store0.c
